Date,month,year,Block,Latitude,Longitude,Street,Trap,Tmax,Tmin,Tavg,DewPoint,dew_point_depression,WetBulb,wet_bulb_depression,Heat,Cool,relative_humidity,Sunrise,Sunset,daytime,Species,WnvPresent,PrecipTotal,StnPressure,ResultSpeed,ResultDir,VCTS,RA,HZ,BR,FG,DZ,TSRA,TS
2007-06-05,6,2007,79,41.974089,-87.824812, W FOSTER AVE,T015,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,15,41.9216,-87.666455, W WEBSTER AVE,T045,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,15,41.9216,-87.666455, W WEBSTER AVE,T045,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,15,41.9216,-87.666455, W WEBSTER AVE,T045,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,25,41.891118,-87.65449100000001, W GRAND AVE,T046,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,11,41.867108,-87.654224, W ROOSEVELT,T048,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,11,41.867108,-87.654224, W ROOSEVELT,T048,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,11,41.867108,-87.654224, W ROOSEVELT,T048,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,11,41.896282,-87.655232, W CHICAGO,T049,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,21,41.919343,-87.694259, N STAVE ST,T050,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,21,41.919343,-87.694259, N STAVE ST,T050,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,22,41.921965,-87.632085, N CANNON DR,T054,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,22,41.688324,-87.676709, W 113TH ST,T086,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,17,41.720848,-87.666014, W 95TH ST,T094,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,22,41.731922,-87.677512, W 89TH ST,T096,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,22,41.731922,-87.677512, W 89TH ST,T096,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,22,41.731922,-87.677512, W 89TH ST,T096,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,65,41.999128999999996,-87.795585, N OAK PARK AVE,T143,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,65,41.999128999999996,-87.795585, N OAK PARK AVE,T143,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,15,41.907645,-87.760886, N LONG AVE,T153,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,89,41.732984,-87.649642, S CARPENTER ST,T159,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,91,41.981964000000005,-87.812827, W HIGGINS AVE,T009,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,36,41.944869,-87.832763, N PITTSBURGH AVE,T011,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,72,42.011601,-87.81150600000001, N OKETO AVE,T016,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,38,41.94983,-87.69845699999999, N CALIFORNIA AVE,T019,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,49,41.979243,-87.750938, W BALMORAL AVE,T025,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,58,41.986921,-87.689778, N WESTERN AVE,T028,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,50,41.801497999999995,-87.763416, S CENTRAL AVE,T031,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,14,41.906638,-87.701431, N HUMBOLDT DR,T033,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,10,41.723195000000004,-87.64997, S VINCENNES,T089,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,11,41.868077,-87.666901, S ASHLAND AVE,T090,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,11,41.868077,-87.666901, S ASHLAND AVE,T090,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,11,41.869215999999994,-87.627561, S STATE ST,T092,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,42,41.662014,-87.72460799999999, W 127TH PL,T135,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,42,41.662014,-87.72460799999999, W 127TH PL,T135,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,42,41.662014,-87.72460799999999, W 127TH PL,T135,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,53,41.961743,-87.76007, W AGATITE AVE,T141,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,53,41.961743,-87.76007, W AGATITE AVE,T141,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,40,41.953067,-87.776792, N AUSTIN AVE,T142,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,40,41.953067,-87.776792, N AUSTIN AVE,T142,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,43,41.878114000000004,-87.629798, N ASHLAND AVE OVERPASS,T145,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,42,41.958271,-87.702575, N RICHMOND ST,T146,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,42,41.958271,-87.702575, N RICHMOND ST,T146,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,28,41.932094,-87.700117, N FRANCISCO AVE,T147,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,15,41.994469,-87.667736, W GRANVILLE AVE,T149,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,18,42.006858,-87.675919, W FARWELL AVE,T150,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,70,41.916265,-87.800515,  W ARMITAGE AVENUE,T151,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,70,41.916265,-87.800515,  W ARMITAGE AVENUE,T151,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,25,41.846075,-87.716277, S MILLARD AVE,T152,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,21,41.918704999999996,-87.752329, N LAWLER AVE,T154,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,35,41.682587,-87.707973, W 116TH ST,T158,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,35,41.682587,-87.707973, W 116TH ST,T158,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,93,41.725516999999996,-87.61425799999999, S DR MARTIN LUTHER KING JR DR,T162,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,37,41.948167,-87.730698, N KEDVALE AVE,T218,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX PIPIENS/RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,37,41.948167,-87.730698, N KEDVALE AVE,T218,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
2007-06-05,6,2007,45,41.963976,-87.69181, N CAMPBELL AVE,T220,64,47,56.0,48,8.0,51.0,5.0,9.0,0.0,74,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,CULEX RESTUANS,0.0,0.42,29.1,5.2,5,0,1,0,1,0,0,0,0
