Date,month,year,Block,Latitude,Longitude,Street,Trap,Species,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,dew_point_depression,WetBulb,wet_bulb_depression,relative_humidity,Heat,Cool,Sunrise,Sunset,daytime,PrecipTotal,StnPressure,ResultSpeed,ResultDir,DZ,BR,FG,HZ,RA,TS,TSRA,VCTS
2007-06-05,6.0,2007.0,79,41.974089,-87.824812, W FOSTER AVE,T015,CULEX PIPIENS/RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,79,41.974089,-87.824812, W FOSTER AVE,T015,CULEX RESTUANS,2.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,65,41.999128999999996,-87.795585, N OAK PARK AVE,T143,CULEX PIPIENS/RESTUANS,2.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,65,41.999128999999996,-87.795585, N OAK PARK AVE,T143,CULEX RESTUANS,9.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,91,41.981964000000005,-87.812827, W HIGGINS AVE,T009,CULEX RESTUANS,2.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,36,41.944869,-87.832763, N PITTSBURGH AVE,T011,CULEX RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,72,42.011601,-87.81150600000001, N OKETO AVE,T016,CULEX RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,49,41.979243,-87.750938, W BALMORAL AVE,T025,CULEX RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,58,41.986921,-87.689778, N WESTERN AVE,T028,CULEX RESTUANS,2.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,53,41.961743,-87.76007, W AGATITE AVE,T141,CULEX PIPIENS/RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,53,41.961743,-87.76007, W AGATITE AVE,T141,CULEX RESTUANS,2.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,40,41.953067,-87.776792, N AUSTIN AVE,T142,CULEX PIPIENS/RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,40,41.953067,-87.776792, N AUSTIN AVE,T142,CULEX RESTUANS,3.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,42,41.958271,-87.702575, N RICHMOND ST,T146,CULEX PIPIENS/RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,42,41.958271,-87.702575, N RICHMOND ST,T146,CULEX RESTUANS,2.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,15,41.994469,-87.667736, W GRANVILLE AVE,T149,CULEX PIPIENS/RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,18,42.006858,-87.675919, W FARWELL AVE,T150,CULEX RESTUANS,2.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,70,41.916265,-87.800515,  W ARMITAGE AVENUE,T151,CULEX PIPIENS/RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,70,41.916265,-87.800515,  W ARMITAGE AVENUE,T151,CULEX RESTUANS,10.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,37,41.948167,-87.730698, N KEDVALE AVE,T218,CULEX PIPIENS/RESTUANS,2.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,37,41.948167,-87.730698, N KEDVALE AVE,T218,CULEX RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,6.0,2007.0,45,41.963976,-87.69181, N CAMPBELL AVE,T220,CULEX RESTUANS,1.0,0.0,64.0,47.0,56.0,48.0,8.0,51.0,5.0,74.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0 days 15:06:00.000000000,0.42,29.1,5.2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,6.0,2007.0,41,41.95469,-87.800991, N OAK PARK AVE,T002,CULEX PIPIENS/RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,41,41.95469,-87.800991, N OAK PARK AVE,T002,CULEX RESTUANS,4.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,41,41.95469,-87.800991, N OAK PARK AVE,T002,CULEX SALINARIUS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,62,41.994991,-87.769279, N MANDELL AVE,T007,CULEX PIPIENS/RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,62,41.994991,-87.769279, N MANDELL AVE,T007,CULEX RESTUANS,4.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,79,41.974089,-87.824812, W FOSTER AVE,T015,CULEX RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,65,41.999128999999996,-87.795585, N OAK PARK AVE,T143,CULEX PIPIENS/RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,65,41.999128999999996,-87.795585, N OAK PARK AVE,T143,CULEX RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,75,42.01743,-87.68776899999999, N OAKLEY AVE,T148,CULEX PIPIENS/RESTUANS,2.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,75,42.01743,-87.68776899999999, N OAKLEY AVE,T148,CULEX RESTUANS,2.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,36,41.944869,-87.832763, N PITTSBURGH AVE,T011,CULEX PIPIENS/RESTUANS,2.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,36,41.944869,-87.832763, N PITTSBURGH AVE,T011,CULEX RESTUANS,4.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,72,42.011601,-87.81150600000001, N OKETO AVE,T016,CULEX PIPIENS/RESTUANS,2.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,72,42.011601,-87.81150600000001, N OKETO AVE,T016,CULEX RESTUANS,2.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,49,41.979243,-87.750938, W BALMORAL AVE,T025,CULEX PIPIENS/RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,58,41.986921,-87.689778, N WESTERN AVE,T028,CULEX PIPIENS/RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,58,41.986921,-87.689778, N WESTERN AVE,T028,CULEX RESTUANS,9.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,53,41.961743,-87.76007, W AGATITE AVE,T141,CULEX PIPIENS/RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,53,41.961743,-87.76007, W AGATITE AVE,T141,CULEX RESTUANS,3.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,40,41.953067,-87.776792, N AUSTIN AVE,T142,CULEX RESTUANS,4.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,42,41.958271,-87.702575, N RICHMOND ST,T146,CULEX RESTUANS,6.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,18,42.006858,-87.675919, W FARWELL AVE,T150,CULEX RESTUANS,2.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,70,41.916265,-87.800515,  W ARMITAGE AVENUE,T151,CULEX PIPIENS/RESTUANS,3.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,70,41.916265,-87.800515,  W ARMITAGE AVENUE,T151,CULEX RESTUANS,6.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,45,41.963976,-87.69181, N CAMPBELL AVE,T220,CULEX RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,40,41.953705,-87.733974, N TRIPP AVE,T001,CULEX PIPIENS/RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,46,41.964242,-87.757639, N MILWAUKEE AVE,T003,CULEX RESTUANS,2.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,60,41.990284,-87.797127, N AVONDALE AVE,T006,CULEX PIPIENS/RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,60,41.990284,-87.797127, N AVONDALE AVE,T006,CULEX RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,70,42.008314,-87.77792099999999, N MOSELL AVE,T008,CULEX RESTUANS,2.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,61,41.991429,-87.747113, N LEMONT AVE,T012,CULEX PIPIENS/RESTUANS,2.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-26,6.0,2007.0,68,41.921177,-87.79518, W BELDEN AVE,T037,CULEX RESTUANS,1.0,0.0,92.0,70.0,81.0,69.0,12.0,72.0,9.0,67.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0 days 15:13:00.000000000,0.16,29.39,6.1,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-06-29,6.0,2007.0,41,41.95469,-87.800991, N OAK PARK AVE,T002,CULEX PIPIENS/RESTUANS,2.0,0.0,70.0,56.0,63.0,55.0,8.0,59.0,4.0,75.0,2.0,0.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0 days 15:12:00.000000000,0.0,29.41,7.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,6.0,2007.0,79,41.974089,-87.824812, W FOSTER AVE,T015,CULEX PIPIENS/RESTUANS,1.0,0.0,70.0,56.0,63.0,55.0,8.0,59.0,4.0,75.0,2.0,0.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0 days 15:12:00.000000000,0.0,29.41,7.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,6.0,2007.0,79,41.974089,-87.824812, W FOSTER AVE,T015,CULEX RESTUANS,2.0,0.0,70.0,56.0,63.0,55.0,8.0,59.0,4.0,75.0,2.0,0.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0 days 15:12:00.000000000,0.0,29.41,7.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,6.0,2007.0,65,41.999128999999996,-87.795585, N OAK PARK AVE,T143,CULEX RESTUANS,3.0,0.0,70.0,56.0,63.0,55.0,8.0,59.0,4.0,75.0,2.0,0.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0 days 15:12:00.000000000,0.0,29.41,7.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,6.0,2007.0,75,42.01743,-87.68776899999999, N OAKLEY AVE,T148,CULEX PIPIENS/RESTUANS,2.0,0.0,70.0,56.0,63.0,55.0,8.0,59.0,4.0,75.0,2.0,0.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0 days 15:12:00.000000000,0.0,29.41,7.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
